Majority.protein.IDs	Gene.names	iBAQ.L.Cyto_4h_Forward_1	iBAQ.M.Cyto_4h_Forward_1	iBAQ.H.Cyto_4h_Forward_1	iBAQ.L.Cyto_4h_Forward_2	iBAQ.M.Cyto_4h_Forward_2	iBAQ.H.Cyto_4h_Forward_2	iBAQ.L.Cyto_4h_Reverse_1	iBAQ.M.Cyto_4h_Reverse_1	iBAQ.H.Cyto_4h_Reverse_1	iBAQ.L.Cyto_4h_Reverse_2	iBAQ.M.Cyto_4h_Reverse_2	iBAQ.H.Cyto_4h_Reverse_2	iBAQ.L.Memb_4h_Forward_1	iBAQ.M.Memb_4h_Forward_1	iBAQ.H.Memb_4h_Forward_1	iBAQ.L.Memb_4h_Forward_2	iBAQ.M.Memb_4h_Forward_2	iBAQ.H.Memb_4h_Forward_2	iBAQ.L.Memb_4h_Reverse_1	iBAQ.M.Memb_4h_Reverse_1	iBAQ.H.Memb_4h_Reverse_1	iBAQ.L.Memb_4h_Reverse_2	iBAQ.M.Memb_4h_Reverse_2	iBAQ.H.Memb_4h_Reverse_2	Ratio.H.M.normalized.Cyto_4h_Forward_1	Ratio.H.M.normalized.Cyto_4h_Forward_2	Ratio.H.M.normalized.Cyto_4h_Reverse_1	Ratio.H.M.normalized.Cyto_4h_Reverse_2	Ratio.H.M.normalized.Memb_4h_Forward_1	Ratio.H.M.normalized.Memb_4h_Forward_2	Ratio.H.M.normalized.Memb_4h_Reverse_1	Ratio.H.M.normalized.Memb_4h_Reverse_2
H3BR00	CLN3	NA	NA	NA	21.8359563237723	18.1045680419159	18.5618994809966	NA	NA	NA	22.6809312050697	19.4225699035916	19.413342819184	23.9452987971297	21.4641348925917	20.9209255997703	23.0562110187747	20.541134437186	19.7235576282609	24.0777349908153	21.4291553889874	20.2855692881287	23.0519868694806	20.0688097610358	19.4338584307533	NA	NA	NA	NA	-0.438033622571328	NA	-0.826949341690722	-0.184818087085011
A0A3B3IRN3	SLC35B3	NA	NA	NA	19.1466382791654	NA	NA	NA	NA	NA	19.5745750500799	16.2878566418405	NA	22.1731342181993	22.5602955123555	17.7197364035402	NA	NA	NA	21.6287196364085	20.4829615373516	16.5510623404109	20.9034523522631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A087WWR4	TADA2A	NA	NA	NA	19.3107237129753	NA	NA	NA	NA	NA	21.2868104132551	20.2848918604871	18.1614763719179	19.9536167345043	NA	NA	20.2570701186587	17.5996513764977	19.4500835658266	23.3594428761169	19.7471276038318	24.4950318060073	20.7077567999036	15.6657800283295	15.1943336469456	NA	NA	NA	NA	NA	NA	NA	NA
A0A024R1R8	hCG_2014768	28.0614697516892	23.8757710955747	24.3359267641575	27.9191736709343	23.5585916748782	23.7148156667023	28.0250125443636	24.5080302409717	24.3669971455779	29.488017144961	26.3484927361451	26.0540963488173	25.9744973907504	24.8781122973492	24.4131258500328	25.9131929300205	23.8945802169236	22.2685659859292	26.605548920554	24.3875204112196	24.2924244303291	23.9478865916188	17.53229504052	18.0955824578492	0.672289552518631	0.437547355287785	0.0732718364245194	-0.434987819101775	0.146524891477442	-0.00903062199010544	0.101918959711072	NA
A0A024R216	HDGFRP3	19.2810923761247	19.0652373014418	20.5895743462373	22.7924916503234	20.4696100226578	18.7456349371337	19.2976641314915	18.7400442360948	20.6724529668418	23.946548656773	21.9699696313941	21.0584093046019	25.1767979996175	21.4894932469901	25.0410127123466	22.457462042815	20.2366635799909	18.2303207156611	24.8760053867944	22.2022769030434	24.4756211315868	24.0992476311855	22.5359246073394	22.9607563918699	NA	NA	NA	NA	NA	NA	NA	NA
A0A024R442	DNPEP	25.222214138019	25.1508145478434	24.2283196251884	24.7638003619346	22.0101784040205	23.6159384983372	25.1767219241566	24.8541945947874	23.7051429920955	25.3968574275999	25.1312801706344	24.4318607460583	21.9335148941555	22.2977089050947	21.8936363051639	NA	NA	NA	23.5855457479605	24.8773635260642	22.907198755605	NA	NA	NA	0.0130691500195213	NA	NA	0.388134418814145	NA	NA	-0.607616626955365	NA
A0A024R4E5	HDLBP	23.3595769244367	22.8896317003408	22.4590393197828	25.0820470107836	23.5514510543945	23.2668517228806	23.4811145328222	21.6049893102845	21.9380102271486	26.0082345457977	23.23704303303	24.3993045266242	27.0432259155873	25.061675747983	23.8943951848545	27.397787814256	25.3067122881095	24.387586145132	26.8738484710299	24.2744788247811	24.7118786683676	26.6452643841675	23.2920733156639	24.4427203044088	-0.236078579238591	-2.0263226062993	0.825785627464791	1.29947912798038	-0.980255392377839	-0.983304012946764	4.68122435377956	0.883073348451263
A0A087WZA9	TMEM120A	NA	NA	NA	19.1139557713139	15.7287708495427	13.8570090251111	NA	NA	NA	20.3743263269589	18.4049918396034	14.9320763086217	NA	NA	NA	19.1946991516215	15.5183458003726	15.4536886154386	NA	NA	NA	18.0256154208549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A024R4M0	RPS9	30.214077875565	27.1249460798885	27.0023872068575	29.8993712145206	26.8156780206834	26.5953401268066	29.9102790284305	26.9191168282779	26.6574460284444	30.2863689136748	26.8198247503444	26.8303815465603	30.1980037616289	26.4703395070488	26.4151908996477	30.2475106034713	26.5568536726346	26.466983931125	30.3555248435789	26.7215585879923	26.89017928138	30.2657301001063	26.1559176065269	26.4661905021167	0.0787464470766483	-0.130112805180464	-0.151938975090297	0.0916659875218129	0.0047530553998195	-0.140777826233386	0.0776531856501614	-0.0132177437192849
A0A024R571	EHD1	23.4557576477735	23.3519162219771	22.0497953831171	23.7565400347804	21.5832976656814	22.5099759830778	23.399108911378	23.7725352738116	22.1497297564193	24.5302315260865	23.2090029052861	22.1410843204168	24.7806170576705	23.2905273951565	22.9971581131971	23.9483322943135	21.8684985509048	25.013291659969	24.8259498210432	22.982836250255	25.1631545785219	23.7530747112217	22.0724126519699	24.1600024898375	NA	0.334568275666133	NA	NA	NA	0.14522093708563	-0.409508159872053	0.11009592910342
A0A0A0MRU5	CLN5	NA	NA	NA	22.1898462709373	19.8609808572254	18.1283770227507	20.7607686687827	NA	NA	22.6560660513437	19.1626322692364	21.6282301422427	22.4910114353023	19.342213595732	19.7629432112236	22.8935807617057	21.6983757206271	20.4876791219056	22.355146740306	17.9473515665651	18.1382617992014	22.3880593409076	22.1161345176482	19.4549097134167	NA	-0.912021275358098	NA	0.841087511295934	NA	NA	NA	-0.835831600466007
K7EN05	ELOF1	26.3830434641331	24.4087925552349	23.5449823501851	27.2053641685384	24.178888504304	22.4341537717716	26.630620413341	24.0171631843496	23.4034063317465	28.9263179857682	26.0770014792118	25.7958785451481	27.4584198808975	24.5670908107839	23.8244452693849	27.8595242652269	25.4631683671621	24.0971589805026	28.0752068792462	26.6973684926093	24.763901646338	25.3407897666487	24.2846095050618	21.4868939283134	NA	NA	NA	-0.949198824227638	NA	NA	-1.36877462482741	NA
A0A024RA52	PSMA2	29.6027203831498	26.6475991760232	26.5318085835952	29.2276358823626	25.8592517310818	25.3451288043243	29.0484842963615	26.1816964122161	26.3761362553295	29.1568242158228	25.7397219051674	25.3961061515102	27.9191168282779	24.8789074412587	24.2448869894597	26.6131583865454	24.0099222209353	23.1978303982326	28.1683481674579	25.0591193126479	24.5072439487174	26.5780192758073	23.3402804303536	22.9860697855067	-0.433623199678875	-0.0244578527160236	0.00259451670845232	-0.689171307353303	-0.351810697281862	NA	-0.209161249458934	-1.09668401853507
A0A024RAC6	TCEB3	NA	NA	NA	22.9428852914332	20.1746282753967	21.6464075308785	NA	NA	NA	23.7683006497833	22.239550749999	22.1831967806399	25.0839142621594	22.8584599051044	22.6894238998925	25.1923093717482	23.7775603399887	21.9181979402849	25.2914762245501	23.8153848594996	22.6029072376423	24.7375316499895	22.6549523804656	22.2780432982257	NA	-0.00166005401113575	NA	0.0119249484797086	-0.47347040101063	-0.400129993105665	NA	-0.907873766535758
A0A024RBG1	NUDT4	26.9652118128346	23.3866655976976	23.6180690965074	27.5241751009233	24.1239994813259	24.2409630658053	25.975503576307	22.6592930218135	23.253482237189	27.5195335582069	23.9884988577068	24.5955962290443	26.8677353473033	23.6912570577515	23.3835049683201	24.1060548867846	22.0868644603475	21.4397436503568	26.6986936465932	23.5792284553341	23.7693100215735	25.7826929322109	22.3017328498644	22.6419176754111	0.277389698810864	0.291014101417303	-0.370862569635172	0.641915903475113	-0.225767463460317	-0.146690943690912	0.0904469802326514	0.0966666685801791
A0A024RCQ8	hCG_1999928	NA	NA	NA	21.4186947144625	19.533417190608	18.7488807441557	NA	NA	NA	22.8875508540961	19.2177636826128	20.0167212498873	24.7250483298509	22.8343946628001	22.3164748947313	24.4252159032994	21.558801845815	24.2316922938932	24.9697852395393	23.2010655784016	22.124867220393	23.0745374113896	20.9734423298395	23.1297326569318	NA	NA	NA	0.405121035451321	NA	0.845911507233531	-0.366131745989803	NA
A0A024RCR6	BAT3	26.9664225430563	25.7556490186779	24.8564285682812	26.4906779381188	25.5784800351361	25.2763260658028	27.2522337534467	25.8804497059822	25.2955455919835	27.0986855995516	25.8595124169868	25.3360630152829	25.3911641212655	24.7392841200653	24.6988525833072	25.5196835187123	24.510628004985	24.2420541155744	25.7594129932785	24.3574306552678	24.4837611722196	24.8837157289437	23.0963548474675	23.8185088451098	-0.036733047110291	-0.150609161863961	0.00662118012237996	0.211386061679429	-0.0167017237972022	0.242693957549618	0.133563525741106	0.0611540632071007
A0A067XG54	ATP11C	NA	NA	NA	21.1853763530664	19.1950597562677	21.8359948619257	NA	NA	NA	22.4529208834218	20.8469747382743	19.6956768885901	23.4804983388006	22.3586114984202	22.1904793955671	24.3560204288954	23.0562771815127	23.7099874357949	22.8884987544811	22.2592271942689	21.8795712845366	23.3004765723559	21.7243822848653	21.9073087967965	NA	NA	NA	NA	NA	0.170566056792069	NA	-0.0735450654559198
A0A087WV90	DMD	13.3690520070014	NA	NA	16.5500102217963	17.7094742741575	15.652844973002	16.4540100572297	16.0625310595173	16.9609295720357	17.6772791913122	18.8854818975774	16.2471672584673	16.3155387769557	NA	NA	17.4466148685389	18.1887723387894	17.1433034872599	17.7079252701602	19.0342132645831	16.9374427898133	13.6913073301911	11.0202160386505	11.4728938784439	NA	NA	NA	NA	NA	-0.0461164625689274	NA	NA
A0A0C4DH67	IGKV1-8	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.566997940396	NA	NA	22.6208900970517	19.5021869338668	23.0053202644063	NA	NA	NA	22.4737027772917	NA	NA	22.5230086341165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A075B6T4	KBTBD4	21.2640760152822	21.0037429862485	17.6868150975764	20.4071723140088	20.2811603118809	17.5385981792944	20.3608899392656	20.500184446038	18.123737479331	22.1871297282245	21.5264514796384	19.7795975354127	16.9519676475435	17.6029162966389	18.2812056006079	NA	NA	NA	18.5256966696551	16.353698209048	17.1971014818148	NA	NA	NA	NA	NA	NA	-0.408722717350459	NA	NA	NA	NA
A0A087WVF8	PDE4DIP	20.4379674008516	19.7341836740909	18.4859314834066	18.7077904955288	15.9289346907414	19.810615563574	19.283196898427	20.3422353019818	17.8276776334163	22.258911024934	20.0547049961802	20.8437585378066	18.5738542523838	18.9876526167997	17.3932228483772	17.6706562491184	16.8432831574456	18.471675214392	19.9371841367311	20.5427409493682	18.4681785407733	15.8764210195035	NA	NA	-0.238748772940779	NA	-0.0423676550326429	1.46654881696455	-0.046429303347889	NA	0.292899515444873	NA
A0A075B773	PEX12	NA	NA	NA	19.1446980693317	18.061234055852	19.5624772187599	NA	NA	NA	20.9921002297525	19.9670517214529	21.4465744857579	21.7652278157337	19.4991140169679	19.755432036592	21.5857749472685	19.0627102285057	19.328319924301	20.6383864166639	19.0856851049243	16.0216740428584	19.9960375866926	17.4998147512362	19.5535618009903	NA	NA	NA	0.00834345852933497	NA	NA	NA	NA
A0A075B784	USP36	NA	NA	NA	16.8382437063853	21.3062464125082	18.5271868006613	NA	NA	NA	19.0744916802992	15.4441737185643	19.4952538828006	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.3390496751801	19.9860697855067	15.9831272173778	NA	NA	NA	NA	NA	NA	NA	NA
A0A075B7B1	SYNM	NA	NA	NA	15.6924520451118	18.2425600825546	22.1410219349531	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.1128619822096	18.9884572509053	18.4489148205658	NA	NA	NA	19.9885681997097	15.7036602927537	16.1679081084925	NA	NA	NA	NA	NA	-0.448685789225081	NA	NA
A0A075B7G8	APBB1	21.3255338449844	22.2348232770884	20.0715618712275	21.3049105321325	22.7822079952175	19.996451420909	21.641520840024	21.9065383321369	19.8994306844865	21.2638468523811	19.0669195609083	19.8784491176822	19.0682324625887	17.0178088451449	16.811399781895	16.8176582293327	14.5454471816781	NA	19.4474222868725	19.4974581537274	19.2206003305569	17.8319504537011	13.9497355365536	13.8154833683028	0.163112244347124	NA	-0.694904989333303	NA	0.316840849529588	NA	-0.726400564710463	NA
A0A087WSV0	BCL2L12	NA	NA	NA	18.4609997481825	15.689916097026	15.1280346101547	17.8180953055857	16.7489789880382	17.058647113655	19.4688745774319	20.5424575771787	18.2390204106115	NA	NA	NA	19.805932760149	17.3950654779977	16.4259534565188	NA	NA	NA	21.0070327435867	21.7835274420315	20.8425314301544	NA	NA	NA	NA	NA	NA	NA	NA
A0A087WSV8	NUCB2	NA	NA	NA	24.8505748766986	22.8120777870664	21.7375213350415	NA	NA	NA	25.9004426810416	23.1103788028074	22.8573211899888	26.8488809704192	25.6258637671674	23.5962789461677	27.3296281547753	25.5359661234875	24.2949499365161	27.1392662379792	25.7334514959022	23.8767080322493	26.706882544578	25.5252510030608	24.3196892082238	NA	0.0934249594191029	NA	-0.0488150821779712	-0.510374861853821	-0.00649228684922023	-0.557051197696512	-0.275419572985388
A0A087WSW9	TXNRD1	27.793523933469	25.6423474572705	25.2892613178125	27.2478953613813	26.6641091306323	25.7322873123055	27.8384591649327	26.217100255009	25.6066223123793	27.6552636397656	25.3174137179038	26.0211726472425	25.9671484937795	22.6376128002884	22.6401310559371	23.6588355800591	20.3009512946631	20.1770642321441	26.6613932129611	23.365462753815	24.021575099228	22.7957844344285	19.0177001225072	19.5598849081936	-0.0651589521260212	-0.702749878828293	-0.0488449293941443	-0.494617150937695	-0.227235975746949	NA	0.165172317937167	NA
D6RHE0	PDE4D	19.3525521289417	19.8804235479641	17.3891943779317	NA	NA	NA	18.4388811737361	NA	NA	NA	NA	NA	16.2930764342159	14.0697014954142	16.4802853209364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K7ERP4	GPX4	25.0837925585355	23.6190772300449	23.4045761372403	23.345839433207	22.2910897397518	20.6113526583897	23.4230368956713	22.4917943917238	21.6343590738728	23.1609103823677	21.1055914113796	21.4253695913177	21.1454446127071	20.7525439859293	19.6756607584113	NA	NA	NA	22.2464970674923	19.9891228157823	20.0884828839774	NA	NA	NA	0.129085148056611	NA	-0.421109578762244	NA	-1.41169432337025	NA	-0.24057142246238	NA
A0A087WT20	DCAF13	NA	NA	NA	NA	NA	NA	17.0796306126579	16.8757973380834	17.7759702923574	16.3374825313658	14.5414596640553	15.4052079575037	NA	NA	NA	NA	NA	NA	17.1699641365192	20.9628931819239	18.1175112108286	NA	NA	NA	NA	NA	-0.450222415615562	NA	NA	NA	-1.29814048099058	NA
A0A087WT23	UBXN8	NA	NA	NA	19.9186128770374	18.8793618796388	18.1064095846073	NA	NA	NA	21.9867989366963	20.9157568621663	20.6826894650759	24.4629500298405	23.9097641990058	23.5329085273222	23.7385112339019	22.6819392503482	22.3885586570158	23.9232491314673	23.862116688572	23.5781920778008	23.0810230562146	22.1463772490062	22.1188612507688	NA	-0.250851932876403	NA	0.274172189022786	-0.855901407073632	0.13119435170845	-0.245317695723431	0.756340152251853
A0A087WT80	PLCB1	20.7702380203174	20.8759023033453	17.344729344915	NA	NA	NA	16.9052459630249	21.1450713893081	16.7885144326066	18.8701479522416	18.6473741018833	18.3548778065666	19.4087899643017	20.3500284069052	18.3894885010789	17.16800608106	NA	NA	18.2917642640565	19.7643694879915	17.2367803454024	NA	NA	NA	-2.47304981064541	NA	NA	3.98577364213051	NA	NA	NA	NA
A0A087WT84	JMJD4	22.8577198425241	20.5261171188745	21.6582254320099	22.8637053516338	19.9778500725361	20.9016859669297	22.8852063089971	20.6528974769612	23.6933857118313	22.6182483717422	20.1020064378323	21.3793064403777	20.5241093253261	21.3685831913092	19.2596237451064	21.4788209583363	19.6776749145389	18.6834607077285	21.118005738272	18.3144681837653	18.3020676725265	NA	NA	NA	NA	NA	NA	NA	0.0112093614203034	NA	NA	NA
A0A087WZ85	ROBO1	NA	NA	NA	17.3481056917766	14.9372358710575	14.8371844136595	NA	NA	NA	18.328298007671	16.5116754526949	16.5906747597391	18.9664603895128	20.0317388890812	16.9915882751259	18.4209470859066	19.5112507729362	17.2865397133686	18.3672184969714	18.8051455636211	16.4895971223893	18.2813414582592	18.5647672556982	17.1375115287384	NA	-0.833310260296715	NA	-0.0257937699073498	NA	NA	NA	0.00403390128448972
E5RHK0	FAM92A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.6569694583024	14.8899316891197	14.0169823475336	22.1125120490109	24.5423867254336	20.333635819152	NA	NA	NA	21.9325420599606	23.0985410417349	20.3856391524591	20.9655729369008	22.661077835314	17.3977414723488	NA	NA	NA	NA	NA	NA	NA	NA
A0A087WVR3	UHRF1	17.5331319809463	15.9665730428562	15.7617330122017	24.7819679660944	23.3902130486998	23.1334846693054	17.5223669744853	NA	NA	25.5914075222374	24.0046175599633	23.7759542223267	27.1001905494856	25.9670165299064	25.7076199033328	27.5985381418025	26.3246586575008	26.0902287446707	27.0500944182598	25.9078176281565	25.3493198389003	26.8493583283658	25.3921145672656	25.3439436444442	NA	0.109962253398818	NA	-0.189565122522062	0.153156788061421	0.136716384488312	-0.0772084467999913	-0.150208855799514
A0A087WU02	ERGIC2	NA	NA	NA	21.4388811737361	17.4683376644751	24.6022956238236	15.2522219129384	11.8153832958135	11.9036935903642	23.5796888287057	20.893710359782	21.1609103823677	26.0690720930741	23.0438183107822	24.7953088337404	25.4875687298756	22.5695960541124	24.8645273651182	25.280225914699	22.4421254647244	24.4600773783901	25.3736163212672	22.4583635550811	26.691656419703	NA	NA	NA	0.0453031679565722	-0.129576094141808	0.357946052859261	-0.102232941628665	0.422448312233464
A0A087WU03	HNRNPDL	21.8015189169832	NA	NA	22.5431422980489	19.1759685605697	NA	NA	NA	NA	23.9464594169845	19.7723983471984	17.4229188789801	24.1942272243964	21.3415296816389	19.3554801485344	24.6941831480787	21.4045761372403	19.9530482967346	23.9431536582064	20.6327183625582	NA	24.1213931282042	21.5700595110346	18.6187009425932	NA	NA	NA	NA	NA	NA	NA	NA
A0A087WU07	MINOS1	NA	NA	NA	26.1036960062022	23.4881206055754	23.7508279994418	NA	NA	NA	26.5421948178156	23.7187920536073	22.5949587347761	29.2212186291789	26.1787745548503	24.7641041938152	28.2136376445223	27.2521435032173	26.3062777073737	29.9033994841047	27.2755981089515	25.8729801057204	28.7760860415092	26.7258544572931	26.4756520518915	NA	1.46748817350836	NA	NA	NA	-0.590810036792551	NA	-1.10101003659206
A0A087WU53	MAGT1	NA	NA	NA	24.384361656048	22.5889113167226	21.4269055717036	NA	NA	NA	24.9464594169845	22.4284910353322	21.7478405861178	25.6436415394589	23.2868668026721	22.7385112339019	25.862967975623	24.6020690343712	23.1436553728354	25.0414305578156	21.6905965367456	21.7716893427857	25.3005463942575	22.289880427776	22.9005071740618	NA	-0.222683394177108	NA	-0.109436573401708	-0.732859761336273	-0.357862217400944	0.342782281956128	0.4240621254159
E7ER32	MKL1	18.4593995982393	17.1966213356923	16.7179976525272	18.9134212226139	NA	NA	19.8312237291771	18.261645034461	17.7726238664603	19.6334103494438	16.2540320932412	17.5433641723326	NA	NA	NA	NA	NA	NA	18.085607311337	15.7242740235058	20.6266715549647	NA	NA	NA	-0.742603105131569	NA	NA	NA	NA	NA	NA	NA
A0A087WUB9	CTNNBL1	20.6364405337805	20.3095252031343	18.3856602150843	24.4978357604086	21.6110824486107	22.1914737446775	21.2627578312223	20.2365468051281	19.2252921792291	25.416834372437	23.1326691620426	23.0366599302732	26.2236692941074	23.5562543798496	24.0974001330382	26.0945640417419	23.3663969257441	23.2079014522373	25.8341486917364	22.937004489248	23.2634170738046	25.0988863502708	21.7784028365258	22.0420320427629	NA	0.58207422139633	2.88146885365875	0.213751646311006	-0.180397209262185	-0.791233052578587	0.266636642513989	0.0771062441059786
A0A087WUC6	SPCS2	NA	NA	NA	24.8549079409563	21.640285542522	21.4405549223233	NA	NA	NA	25.668579247006	22.6435259452901	22.8815143084544	27.5566929111993	24.5313029227335	25.2258217057687	27.4545031302676	24.6938110660147	25.2430353553906	26.7610376214413	23.7966955644049	24.630620413341	27.152188736772	24.5420914723698	24.5063966929116	NA	0.130140135336449	NA	-0.00411755116799417	-0.0856038645336673	0.0196307563355084	-0.35422457174874	-0.250011006456749
A0A087WUD3	OSTC	NA	NA	NA	28.1685394555835	23.941900852609	24.0978019643755	NA	NA	NA	28.9851143870522	25.2609433593007	24.653105286384	30.1858886042801	26.8517427517511	26.1302198707267	30.3854564871098	26.8058737353064	26.1849906269607	30.1914295031786	26.6004535535904	25.7572015764061	29.9826415288032	26.6281188704027	25.812425484019	NA	-0.0658987222017593	NA	-0.629143838253352	-0.838847554032922	-0.238765796393281	-1.16676175622053	-1.02861647337018
A0A0A0MQV6	FGF2	NA	NA	NA	19.656533100452	16.2066519226429	18.4548695621555	NA	NA	NA	19.9618340121818	NA	NA	20.3471109235229	NA	NA	19.1345065390227	NA	NA	NA	NA	NA	20.2035917583852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A087WUI6	PIBF1	18.1993080981013	14.7253662578956	13.6300395526561	18.6770038415564	17.8793917964852	16.4623904363916	18.3622606303015	16.7897883355952	15.9659871493886	NA	NA	NA	15.3887236561374	NA	NA	19.8724945321185	17.2404186871797	15.3175892652535	18.5161847816793	17.9694427349853	17.2061940271793	NA	NA	NA	NA	NA	0.198116929152455	NA	NA	NA	NA	NA
A0A087WUL2	PSMB3	23.9064649330862	27.4552873315376	23.5295763917863	23.4019752801435	26.6496561532847	21.8399587881063	22.4642346260984	22.0417313316354	20.1298112509318	23.859465023053	23.656982546999	21.1496057283036	21.5582880405727	26.4151102890995	22.2973730691962	20.133704150214	26.6114708592558	22.5792744992827	23.1831513378479	27.6877245509778	23.5862332366754	21.7580458734297	26.4328643932874	21.6423584756348	NA	NA	NA	NA	NA	NA	NA	NA
A0A087WZG9	PEG10	26.9510481030278	25.1462373919909	25.7430652886396	26.4714097844117	25.0933353504028	25.3940790216008	26.781942960764	25.0447689719881	25.4342174149346	27.1165430631236	25.3297136858286	25.5783360636528	24.7216107357952	23.6566552939544	23.2102373191092	25.1570748795435	24.8455111074492	23.7991685586696	24.9276409005845	23.1061028240191	23.2053678976323	24.3370164130317	23.7420116731693	23.0217953412009	0.171591153231601	-0.205995945382358	0.298423711931038	0.211759833012119	-0.0486210903228227	-0.141843902170034	0.334339439906927	0.185105362542592
A0A087WUM0	SYNJ2BP-COX16	NA	NA	NA	19.3974072443754	18.9720823085625	14.9954138522252	NA	NA	NA	18.8652016333372	21.1035439460143	17.1759198447366	23.6749758213148	21.6466712053818	19.5512726720913	23.4612646017837	21.587515673064	20.0998254925328	23.809607216793	22.0454023982834	20.0285050518271	23.3833731250447	21.4091422884984	20.0348311959303	NA	NA	NA	NA	NA	NA	NA	NA
A0A087WUQ6	GPX1	NA	NA	NA	21.9467449648794	19.9663477273722	19.1086316503298	NA	NA	NA	22.6527662134803	19.4417608459901	19.0255343196936	23.746016452181	22.5274540972301	21.2812169225675	24.2000778206015	22.6386294675876	22.8314982266727	23.7908424357016	22.3204469081362	21.7527073068149	23.5696424065049	21.3117438810662	21.8074272512336	NA	NA	NA	-0.302350709435492	NA	NA	NA	NA
E7ETK0	RPS24	28.9304692227114	25.8734026189956	25.8936316766241	29.4927610318429	26.6393418127912	26.281287682802	29.03708427623	26.2012189195296	25.7810174587252	29.6462262266991	26.6144227378964	27.0190314105745	29.5313326723967	27.466688390924	25.975328637916	29.5472717643936	26.207562660774	25.7461702603555	29.2539699708742	25.6750296803498	25.7225230173535	29.4813147392256	25.8537426263792	25.8576154441736	0.0980152338689594	0.124063396027078	-0.12949718288562	0.0905824763624423	-0.0195797954759495	0.0648828515848544	0.093154487907083	0.151858816727005
A0A087WUT6	EIF5B	25.6758104104917	24.132653474692	24.4803134292614	25.7665072737695	24.847997441612	23.7536868440535	25.7403912020009	24.3499609392296	24.2567390817002	26.4956570722331	24.7567945097675	23.619636999982	26.4018613855215	24.7409830135601	23.8349925352129	26.4480250327945	24.3564906575349	23.5612748912697	26.270028640984	24.0373304444505	23.9525151828377	25.4533731310481	23.601955726298	23.1367890247273	0.16800012451782	-0.123575388872383	0.279174108489047	0.205642741945457	-0.109794587353606	-0.142050844010867	0.00360223668019553	0.0546401305383454
A0A087WUW5	PTBP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.4719926739688	17.684830788592	15.4730080754384	NA	NA	NA	18.8592981840193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A087WUW9	ARL15	NA	NA	NA	18.7329755876899	15.5005307057661	15.7162836016347	NA	NA	NA	20.311300418359	20.7942381585926	19.9777103509689	24.2253804471505	23.744785396109	22.3681568629843	22.7867609772833	20.862116688572	18.6447012713419	23.3400087107858	23.6570916148532	21.7186248476221	22.6257801770921	23.3502982460607	21.4103333359984	NA	NA	NA	NA	NA	NA	NA	NA
A0A087WV05	MYCBP	27.9195146798488	27.7815052973103	25.223908609601	27.2717747492359	27.5348981855884	24.9612864696619	27.7925934225855	27.5335621505732	25.106534187467	27.324229450036	24.1814689474871	24.1696675395513	25.9744317455713	23.8214314506894	23.3053559630468	26.8232307773181	24.7154966156314	24.6769672677133	26.3433168092582	24.118148358923	23.2242767097844	26.1115373558298	23.9104048476849	22.7440051835896	-0.562921439630962	-1.62678055480699	-0.325033228441255	-0.511999229165932	NA	0.201759307458229	-0.374224538834286	-0.563475666456087
A0A087WV25	FGFR1OP	23.7025033034297	25.7530747112217	24.0179277511491	24.1824543690692	26.5681786903473	24.2348378919123	24.0141008588206	26.4251198399733	24.236006598404	23.8437393722741	24.2498130933058	21.684488390337	21.7322717835093	20.7372737541627	19.8809017910699	21.2794609575195	19.3962159275523	21.0409959960103	22.1718218309087	20.6198832299646	19.8574616801186	18.4896206403093	17.6259941580146	15.761395402992	-0.117771723949001	NA	0.0625362198953893	NA	-0.252483698135153	NA	-0.312545088621056	NA
A0A087WVA1	SELT	20.0471345652458	NA	NA	21.0746354017022	19.157040946081	19.101134455309	NA	NA	NA	22.5214039496195	22.4493733636802	19.9628225947947	22.0545062824166	21.9602437981388	20.9937593741675	23.0433344005064	21.9718648667226	22.142456118545	22.3937256171716	22.2315458199562	22.1392115820107	22.4506323478436	20.2513020994573	21.4158614048358	NA	-0.133812065796219	NA	-0.150625176417095	NA	0.313361959392219	NA	-0.262711278333564
A0A087WVA8	TEX2	21.8685739071357	19.1878304820539	18.2465550547927	18.4024958267993	14.7794115802002	14.3790398572406	NA	NA	NA	19.714044234786	16.4624064135232	15.7720567794781	20.2279966085585	19.493769467757	19.9413456909357	19.6157948501115	16.7090030141946	16.8247598989541	20.1637381122722	16.399578343417	16.8848859642215	18.904481745843	16.1554112005469	16.6081248488011	NA	NA	NA	NA	-0.0578571244637208	NA	NA	NA
